Temp,humidity,rain (mm)
11.72,86.6,0.0
11.75,86.5,0.0
12.12,84.9,0.0
12.46,84.0,0.0
12.97,82.7,0.0
13.6,80.3,0.0
13.69,80.4,0.0
14.18,79.14,0.0
14.86,76.88,0.0
15.15,76.36,0.0
15.91,73.87,0.0
16.34,72.95,0.0
17.05,70.11,0.0
17.83,67.61,0.0
18.34,66.46,0.0
19.08,63.52,0.0
19.7,61.68,0.0
20.39,59.64,0.0
20.66,59.12,0.0
20.91,57.86,0.0
21.08,56.24,0.0
21.78,52.03,0.0
22.29,46.89,0.0
22.13,42.62,0.0
22.12,43.33,0.0
22.34,42.23,0.0
23.23,39.28,0.0
23.68,35.84,0.0
23.85,35.82,0.0
23.48,35.29,0.0
23.75,34.47,0.0
23.89,33.79,0.0
23.86,34.55,0.0
23.95,34.45,0.0
24.39,33.56,0.0
24.64,32.84,0.0
24.69,33.21,0.0
24.43,33.81,0.0
24.82,33.4,0.0
24.88,32.96,0.0
25.19,31.98,0.0
25.31,31.9,0.0
25.02,32.0,0.0
25.09,31.81,0.0
25.22,31.58,0.0
25.51,30.85,0.0
25.33,30.87,0.0
25.44,30.99,0.0
25.47,30.45,0.0
25.48,30.22,0.0
25.49,29.95,0.0
25.44,29.78,0.0
25.53,29.99,0.0
25.76,29.34,0.0
25.97,28.68,0.0
26.29,28.25,0.0
26.02,28.28,0.0
26.31,27.76,0.0
26.3,27.63,0.0
26.7,26.84,0.0
26.58,26.77,0.0
26.64,26.5,0.0
26.55,26.76,0.0
26.48,26.45,0.0
26.76,25.98,0.0
27.01,25.77,0.0
27.03,25.47,0.0
27.09,25.42,0.0
27.21,25.67,0.0
27.31,25.31,0.0
27.31,25.82,0.0
27.07,26.25,0.0
26.78,26.39,0.0
26.81,26.33,0.0
26.18,27.62,0.0
25.53,28.78,0.0
25.25,29.35,0.0
25.07,29.67,0.0
24.94,29.85,0.0
24.82,30.52,0.0
24.49,30.96,0.0
24.21,31.62,0.0
23.82,32.78,0.0
23.11,35.37,0.0
22.81,37.29,0.0
22.53,38.56,0.0
21.99,41.11,0.0
21.35,43.32,0.0
21.08,44.13,0.0
20.89,44.88,0.0
20.63,45.23,0.0
20.24,46.51,0.0
19.85,49.36,0.0
19.5,50.87,0.0
19.26,50.78,0.0
19.02,49.74,0.0
19.16,48.19,0.0
19.28,48.39,0.0
18.96,49.03,0.0
18.65,50.08,0.0
18.1,52.55,0.0
17.74,53.58,0.0
17.18,55.37,0.0
16.86,58.25,0.0
16.66,58.42,0.0
16.31,61.44,0.0
15.7,65.26,0.0
15.36,68.06,0.0
15.19,69.05,0.0
15.04,66.71,0.0
15.43,63.42,0.0
15.68,63.93,0.0
15.34,66.25,0.0
15.0,68.56,0.0
14.88,69.01,0.0
14.87,68.35,0.0
14.84,67.75,0.0
14.61,68.19,0.0
14.34,69.89,0.0
14.55,69.12,0.0
14.45,69.92,0.0
14.08,72.04,0.0
13.96,71.74,0.0
13.88,71.78,0.0
14.06,71.59,0.0
14.07,71.21,0.0
13.95,71.86,0.0
13.45,74.39,0.0
13.08,76.31,0.0
12.75,78.12,0.0
12.4,80.8,0.0
12.14,82.6,0.0
11.9,83.7,0.0
11.81,84.0,0.0
11.81,84.6,0.0
11.85,84.6,0.0
11.81,84.8,0.0
11.9,84.0,0.0
12.24,81.2,0.0
12.28,80.4,0.0
12.67,79.7,0.0
13.12,78.32,0.0
13.32,77.64,0.0
13.68,76.44,0.0
14.24,74.25,0.0
14.64,72.45,0.0
14.66,72.32,0.0
14.85,71.7,0.0
15.37,69.68,0.0
15.97,67.34,0.0
16.42,66.03,0.0
16.53,66.15,0.0
17.12,64.13,0.0
17.82,62.03,0.0
17.62,63.38,0.0
18.36,60.34,0.0
19.07,58.78,0.0
19.76,57.23,0.0
20.66,54.18,0.0
21.52,51.72,0.0
21.94,50.39,0.0
22.49,49.19,0.0
22.92,47.16,0.0
23.6,45.04,0.0
24.05,43.29,0.0
24.53,42.31,0.0
24.4,40.88,0.0
24.79,37.28,0.0
25.15,35.21,0.0
25.3,33.63,0.0
25.46,30.78,0.0
26.06,29.17,0.0
26.1,28.78,0.0
26.23,28.36,0.0
26.56,28.35,0.0
26.39,29.63,0.0
26.57,29.37,0.0
26.45,29.54,0.0
26.83,28.33,0.0
26.84,28.56,0.0
26.89,28.41,0.0
26.95,28.56,0.0
27.64,27.89,0.0
27.85,27.33,0.0
27.74,27.65,0.0
27.61,27.84,0.0
27.82,27.74,0.0
27.87,27.6,0.0
27.78,27.6,0.0
27.98,27.29,0.0
28.24,27.1,0.0
28.29,26.6,0.0
28.7,26.69,0.0
28.52,26.64,0.0
28.29,26.65,0.0
28.56,26.26,0.0
28.58,25.95,0.0
28.64,26.06,0.0
28.61,25.95,0.0
28.59,25.53,0.0
28.55,25.65,0.0
29.03,24.88,0.0
29.06,24.41,0.0
28.92,24.36,0.0
28.99,24.03,0.0
29.13,23.93,0.0
28.93,24.05,0.0
28.75,23.91,0.0
28.81,23.72,0.0
28.91,23.87,0.0
29.06,23.68,0.0
29.04,23.7,0.0
28.99,23.5,0.0
28.96,23.25,0.0
28.86,23.6,0.0
28.79,24.26,0.0
28.61,24.26,0.0
28.35,24.91,0.0
27.97,25.28,0.0
27.68,25.89,0.0
27.43,27.05,0.0
27.09,27.75,0.0
26.95,28.16,0.0
26.75,28.52,0.0
26.51,29.0,0.0
26.25,29.79,0.0
26.08,30.22,0.0
25.85,30.7,0.0
25.69,30.95,0.0
25.48,31.47,0.0
24.95,33.08,0.0
24.44,34.23,0.0
23.88,35.79,0.0
23.52,36.81,0.0
23.26,37.24,0.0
23.02,38.22,0.0
22.84,39.08,0.0
22.56,39.81,0.0
22.15,41.05,0.0
22.05,41.41,0.0
21.85,42.4,0.0
21.56,43.01,0.0
21.3,44.55,0.0
21.09,44.87,0.0
21.06,44.81,0.0
20.94,44.8,0.0
20.52,48.12,0.0
20.14,49.11,0.0
19.73,50.35,0.0
19.47,53.02,0.0
18.96,54.99,0.0
18.66,57.46,0.0
18.49,58.57,0.0
18.26,60.04,0.0
17.93,63.0,0.0
17.77,63.3,0.0
17.6,64.53,0.0
17.29,64.07,0.0
17.06,65.27,0.0
16.91,66.24,0.0
16.51,67.92,0.0
16.21,69.7,0.0
15.96,71.38,0.0
15.99,71.17,0.0
15.92,71.1,0.0
15.81,72.0,0.0
15.64,72.73,0.0
15.43,73.75,0.0
15.3,74.55,0.0
15.27,74.59,0.0
15.25,73.5,0.0
15.2,73.66,0.0
15.09,75.13,0.0
14.94,76.46,0.0
15.08,75.62,0.0
14.77,78.74,0.0
14.62,81.3,0.0
14.45,81.5,0.0
14.44,80.3,0.0
14.6,78.56,0.0
14.52,79.2,0.0
14.48,79.82,0.0
14.54,80.2,0.0
14.77,78.96,0.0
14.92,76.07,0.0
14.94,76.58,0.0
15.21,76.01,0.0
15.43,74.56,0.0
15.73,72.86,0.0
16.14,71.08,0.0
16.52,69.98,0.0
16.71,69.01,0.0
17.18,67.19,0.0
17.02,67.16,0.0
17.78,64.65,0.0
17.81,63.94,0.0
18.13,62.11,0.0
18.63,60.88,0.0
19.41,59.0,0.0
20.11,56.98,0.0
20.78,54.81,0.0
21.27,52.6,0.0
21.93,50.79,0.0
22.43,49.45,0.0
23.07,47.73,0.0
23.55,46.93,0.0
23.99,46.76,0.0
24.2,45.47,0.0
24.43,44.36,0.0
24.69,44.88,0.0
25.2,44.36,0.0
25.54,43.81,0.0
25.96,43.01,0.0
26.55,41.77,0.0
26.81,40.48,0.0
27.26,38.47,0.0
27.84,36.59,0.0
28.53,33.83,0.0
28.62,33.45,0.0
28.8,33.86,0.0
28.87,33.77,0.0
28.92,33.98,0.0
29.22,33.9,0.0
29.3,34.44,0.0
29.12,34.94,0.0
29.13,34.21,0.0
29.17,34.03,0.0
29.03,33.61,0.0
29.28,33.49,0.0
29.55,33.16,0.0
29.83,32.63,0.0
29.88,32.75,0.0
30.18,32.46,0.0
30.66,31.99,0.0
30.61,31.9,0.0
30.39,32.42,0.0
30.37,33.03,0.0
30.65,32.8,0.0
30.91,32.42,0.0
31.02,32.39,0.0
31.17,32.31,0.0
31.06,32.54,0.0
31.61,31.84,0.0
31.47,31.89,0.0
31.77,31.38,0.0
31.41,31.78,0.0
31.32,31.62,0.0
31.7,31.05,0.0
31.8,30.8,0.0
31.7,30.98,0.0
31.59,30.78,0.0
31.59,30.46,0.0
31.8,30.12,0.0
32.03,29.45,0.0
32.09,29.5,0.0
32.2,29.13,0.0
32.01,29.25,0.0
32.15,29.57,0.0
32.18,29.14,0.0
32.05,29.68,0.0
31.54,30.93,0.0
31.32,30.74,0.0
30.9,31.65,0.0
30.37,32.74,0.0
30.09,32.91,0.0
30.03,32.96,0.0
29.87,33.45,0.0
29.7,33.93,0.0
29.54,34.55,0.0
29.21,35.3,0.0
28.77,36.59,0.0
28.29,37.62,0.0
28.15,38.18,0.0
27.87,39.06,0.0
27.37,40.55,0.0
27.07,41.23,0.0
26.91,41.98,0.0
26.59,43.17,0.0
26.22,44.85,0.0
26.21,44.86,0.0
25.98,45.5,0.0
25.76,46.37,0.0
25.4,47.26,0.0
25.05,48.63,0.0
24.93,49.28,0.0
24.85,50.14,0.0
24.13,54.12,0.0
23.2,56.31,0.0
22.68,58.35,0.0
22.68,58.38,0.0
23.0,56.87,0.0
23.56,54.05,0.0
23.72,54.38,0.0
22.99,58.25,0.0
22.87,57.52,0.0
22.55,60.02,0.0
21.78,63.03,0.0
21.28,66.13,0.0
21.35,66.11,0.0
21.34,66.23,0.0
21.45,65.22,0.0
21.55,64.23,0.0
21.53,64.7,0.0
20.54,68.42,0.0
20.04,70.79,0.0
19.94,71.55,0.0
20.1,70.32,0.0
20.37,68.93,0.0
20.42,68.64,0.0
20.36,68.85,0.0
19.98,71.08,0.0
19.4,73.3,0.0
18.98,75.9,0.0
18.69,78.14,0.0
18.56,78.32,0.0
18.58,77.85,0.0
18.56,78.08,0.0
18.51,78.19,0.0
18.58,77.59,0.0
18.62,77.39,0.0
18.59,77.37,0.0
18.57,77.61,0.0
18.47,78.58,0.0
18.37,78.53,0.0
18.22,79.16,0.0
18.06,80.1,0.0
17.95,81.0,0.0
17.99,80.4,0.0
18.27,78.96,0.0
18.6,77.49,0.0
18.77,76.49,0.0
18.83,76.81,0.0
19.21,75.36,0.0
19.62,73.95,0.0
19.96,72.24,0.0
20.61,69.77,0.0
21.35,66.72,0.0
21.91,65.0,0.0
21.66,65.66,0.0
21.55,66.72,0.0
21.79,65.95,0.0
22.07,65.24,0.0
22.48,64.35,0.0
23.29,61.69,0.0
23.85,59.91,0.0
24.54,57.24,0.0
25.14,55.44,0.0
25.84,53.85,0.0
26.57,51.68,0.0
27.36,49.43,0.0
27.98,47.42,0.0
28.36,45.99,0.0
28.88,44.45,0.0
29.07,42.38,0.0
29.53,40.06,0.0
30.19,37.33,0.0
30.66,35.26,0.0
30.74,33.52,0.0
30.92,32.92,0.0
31.0,33.44,0.0
30.96,33.66,0.0
30.92,33.53,0.0
31.28,33.04,0.0
31.47,33.02,0.0
31.5,33.08,0.0
32.1,31.41,0.0
32.3,31.14,0.0
31.89,31.72,0.0
32.26,31.31,0.0
32.09,31.4,0.0
31.9,31.27,0.0
32.18,30.8,0.0
32.39,29.8,0.0
32.62,29.42,0.0
33.06,28.54,0.0
32.87,28.46,0.0
32.92,28.49,0.0
33.2,27.72,0.0
33.26,27.79,0.0
33.11,27.82,0.0
33.36,27.51,0.0
33.76,26.93,0.0
33.72,26.65,0.0
33.63,26.55,0.0
34.19,25.9,0.0
33.87,26.25,0.0
34.03,25.93,0.0
34.24,25.55,0.0
34.8,24.38,0.0
34.59,24.7,0.0
34.2,24.88,0.0
34.57,24.44,0.0
34.54,24.74,0.0
34.11,25.01,0.0
33.9,25.33,0.0
33.82,25.81,0.0
33.69,25.72,0.0
33.73,26.0,0.0
33.61,25.98,0.0
33.66,26.28,0.0
34.13,25.89,0.0
34.42,24.41,0.0
34.58,25.17,0.0
34.03,25.74,0.0
33.55,26.32,0.0
33.16,26.46,0.0
32.75,27.18,0.0
32.44,27.93,0.0
32.16,28.32,0.0
32.1,28.55,0.0
32.09,28.73,0.0
31.69,29.63,0.0
31.07,31.83,0.0
30.33,34.13,0.0
29.91,34.48,0.0
29.72,34.88,0.0
29.34,37.36,0.0
28.61,40.17,0.0
28.31,41.2,0.0
27.96,42.56,0.0
27.8,42.43,0.0
27.27,43.88,0.0
26.82,44.97,0.0
26.52,45.89,0.0
26.3,44.96,0.0
26.41,42.64,0.0
26.42,41.95,0.0
26.25,42.42,0.0
26.13,42.72,0.0
25.91,43.24,0.0
25.38,44.85,0.0
24.76,47.16,0.0
24.33,50.54,0.0
24.23,50.94,0.0
24.22,50.55,0.0
24.01,50.67,0.0
23.73,51.78,0.0
23.3,53.37,0.0
22.97,53.55,0.0
22.77,54.85,0.0
22.53,56.13,0.0
22.36,56.59,0.0
22.37,56.54,0.0
22.09,56.95,0.0
22.06,55.89,0.0
21.74,57.06,0.0
21.69,57.55,0.0
21.54,58.24,0.0
21.18,61.2,0.0
20.99,62.08,0.0
20.93,62.31,0.0
20.79,61.6,0.0
20.56,62.28,0.0
20.17,64.49,0.0
20.06,65.7,0.0
20.03,64.83,0.0
19.96,64.41,0.0
20.0,63.89,0.0
20.02,64.69,0.0
19.93,64.6,0.0
19.57,65.95,0.0
19.23,68.34,0.0
19.14,69.18,0.0
19.03,70.23,0.0
18.84,71.32,0.0
18.45,71.73,0.0
18.35,72.37,0.0
18.47,72.68,0.0
18.33,73.86,0.0
18.2,74.75,0.0
18.28,73.64,0.0
18.55,72.32,0.0
18.79,71.28,0.0
19.09,70.27,0.0
19.04,70.24,0.0
18.57,69.98,0.0
18.58,70.55,0.0
19.12,70.66,0.0
19.58,68.76,0.0
20.01,67.31,0.0
20.56,65.25,0.0
20.27,66.25,0.0
21.0,63.37,0.0
21.27,62.21,0.0
21.59,61.15,0.0
21.93,60.64,0.0
22.27,58.13,0.0
22.58,58.14,0.0
22.91,57.37,0.0
23.54,54.93,0.0
24.29,53.24,0.0
25.48,50.2,0.0
26.34,47.69,0.0
26.28,48.36,0.0
26.35,46.58,0.0
26.75,45.99,0.0
27.2,44.12,0.0
27.76,43.15,0.0
28.36,41.43,0.0
28.82,39.26,0.0
29.18,39.56,0.0
29.86,37.38,0.0
30.31,37.39,0.0
30.6,37.5,0.0
30.91,37.01,0.0
31.23,36.05,0.0
31.87,34.73,0.0
32.07,33.93,0.0
32.57,32.45,0.0
32.51,32.29,0.0
32.81,30.48,0.0
32.85,30.44,0.0
32.67,30.44,0.0
32.75,29.5,0.0
32.78,30.32,0.0
33.1,28.82,0.0
33.04,29.07,0.0
33.08,28.76,0.0
33.2,28.96,0.0
33.26,28.83,0.0
33.48,28.74,0.0
33.6,28.18,0.0
33.53,27.3,0.0
33.62,26.55,0.0
34.12,26.47,0.0
33.51,27.42,0.0
33.65,27.34,0.0
33.71,26.89,0.0
33.67,27.07,0.0
33.55,26.85,0.0
33.58,27.2,0.0
33.54,26.91,0.0
33.71,26.66,0.0
33.8,26.01,0.0
34.18,25.34,0.0
34.16,25.21,0.0
33.72,26.48,0.0
33.39,26.85,0.0
33.19,27.14,0.0
33.12,27.41,0.0
33.09,27.39,0.0
33.02,27.72,0.0
32.95,27.54,0.0
32.77,28.22,0.0
32.66,28.33,0.0
32.54,29.26,0.0
32.37,29.78,0.0
32.19,30.32,0.0
32.13,30.13,0.0
32.0,29.15,0.0
31.73,30.16,0.0
30.98,33.54,0.0
30.71,33.38,0.0
30.91,32.8,0.0
30.49,34.11,0.0
29.97,35.38,0.0
29.23,38.18,0.0
28.34,40.15,0.0
28.91,37.01,0.0
28.6,37.91,0.0
27.85,40.78,0.0
27.61,41.8,0.0
27.35,43.15,0.0
27.22,44.06,0.0
25.85,49.94,0.5
25.38,49.64,0.2
25.47,51.57,0.2
24.57,59.43,0.2
22.7,69.57,0.0
22.35,69.65,0.1
23.02,62.81,0.0
25.14,50.86,0.0
23.78,66.63,0.0
22.26,75.76,0.0
22.0,76.99,0.1
21.77,75.63,0.4
21.51,75.13,0.1
22.4,65.65,0.2
22.2,72.22,0.0
21.35,79.01,0.0
20.7,83.9,0.0
20.7,81.7,0.0
20.83,83.7,0.0
20.78,82.2,0.0
20.97,81.3,0.0
20.92,82.3,0.0
20.97,79.65,0.0
21.65,78.55,0.0
21.95,70.32,0.0
22.59,66.0,0.0
22.71,63.83,0.0
23.18,60.76,0.0
23.1,62.0,0.0
22.53,65.04,0.0
21.88,69.12,0.0
20.73,76.92,0.1
20.72,76.61,0.2
19.77,83.8,0.5
19.33,84.6,0.5
19.51,85.1,0.4
19.22,89.3,0.2
19.33,91.1,0.0
18.85,95.2,0.0
18.71,96.1,0.0
18.89,94.5,0.0
18.89,95.3,0.0
18.92,94.3,0.0
19.32,91.1,0.0
19.64,88.0,0.0
19.6,88.5,0.0
19.57,88.0,0.0
19.79,85.8,0.0
19.92,84.6,0.0
19.36,89.6,0.0
19.29,88.9,0.0
19.5,88.7,0.0
19.45,89.1,0.0
19.38,89.2,0.0
19.55,88.7,0.0
19.37,93.3,0.0
19.09,95.5,0.0
19.14,94.8,0.0
19.25,94.0,0.0
19.53,91.9,0.0
19.95,87.2,0.0
20.46,83.1,0.0
20.67,85.3,0.0
20.31,91.7,0.0
20.01,93.1,0.0
19.99,93.7,0.0
19.87,94.0,0.0
20.53,87.0,0.0
21.3,83.6,0.0
21.55,83.8,0.0
21.64,82.1,0.0
21.79,79.54,0.0
21.92,77.18,0.0
21.86,75.4,0.0
21.75,76.41,0.0
21.78,76.88,0.0
21.7,77.87,0.0
21.58,78.98,0.0
21.18,83.7,0.2
20.93,87.5,0.2
20.54,89.6,0.5
20.24,90.8,0.1
20.43,88.3,0.1
20.54,88.6,0.0
20.49,90.9,0.2
20.5,93.3,0.1
20.71,93.1,0.0
20.64,92.3,0.0
20.67,92.5,0.0
20.77,90.8,0.0
20.88,92.0,0.0
21.12,89.0,0.0
21.48,87.4,0.0
21.93,83.9,0.0
22.37,81.3,0.0
22.9,78.47,0.0
23.51,75.09,0.0
23.64,73.34,0.0
23.53,73.61,0.0
23.44,74.84,0.0
23.32,74.66,0.0
23.25,75.43,0.0
23.28,75.4,0.0
23.35,75.85,0.0
23.43,75.92,0.0
23.54,76.27,0.0
23.73,74.96,0.0
23.77,76.31,0.0
23.85,77.01,0.0
23.96,77.13,0.0
24.16,76.03,0.0
24.21,74.21,0.0
24.32,73.39,0.0
24.31,73.29,0.0
24.54,70.9,0.0
24.8,68.43,0.0
24.94,69.1,0.0
24.89,68.69,0.0
24.96,67.89,0.0
24.93,67.12,0.0
24.85,67.98,0.0
24.81,67.84,0.0
24.82,67.96,0.0
24.86,67.03,0.0
24.79,67.18,0.0
24.78,65.72,0.0
24.74,66.49,0.0
24.7,67.05,0.0
24.55,67.41,0.0
24.47,67.39,0.0
24.42,66.85,0.0
24.37,66.43,0.0
24.32,65.82,0.0
24.25,65.71,0.0
24.17,66.06,0.0
24.08,66.91,0.0
23.96,67.57,0.0
23.9,67.57,0.0
23.81,68.38,0.0
23.88,67.95,0.0
23.86,68.1,0.0
23.58,70.16,0.0
23.11,71.87,0.0
23.12,71.56,0.0
23.29,70.29,0.0
23.22,71.11,0.0
22.92,72.73,0.0
22.58,74.45,0.0
22.36,75.84,0.0
22.07,78.08,0.0
21.68,79.68,0.0
21.85,78.64,0.0
21.82,79.43,0.0
21.59,80.7,0.0
21.28,81.8,0.0
21.37,81.0,0.0
21.47,79.78,0.0
21.38,81.1,0.0
21.21,82.3,0.0
21.01,84.2,0.0
20.87,85.1,0.0
20.63,85.7,0.0
20.78,84.7,0.0
20.73,85.4,0.0
20.64,86.6,0.0
20.49,87.6,0.0
20.36,87.9,0.0
20.47,87.4,0.0
20.37,87.6,0.0
20.24,88.1,0.0
20.24,88.1,0.0
20.26,87.7,0.0
20.36,86.9,0.0
20.36,85.9,0.0
20.26,87.0,0.0
19.99,89.2,0.0
20.1,87.8,0.0
19.98,89.5,0.0
19.8,90.1,0.0
19.86,90.1,0.0
19.82,90.7,0.0
19.7,90.9,0.0
19.73,90.3,0.0
19.75,90.3,0.0
19.68,89.7,0.0
19.69,89.7,0.0
19.65,88.9,0.0
19.6,90.4,0.0
19.46,91.5,0.0
19.54,91.1,0.0
19.49,90.8,0.0
19.28,90.6,0.0
19.24,90.9,0.0
19.31,90.7,0.0
19.27,90.2,0.0
19.28,90.8,0.0
19.09,91.1,0.0
19.28,92.2,0.0
19.21,93.3,0.0
19.19,93.8,0.0
19.79,89.8,0.0
20.57,87.1,0.0
20.27,87.9,0.0
19.83,89.6,0.0
20.06,88.1,0.0
20.55,85.9,0.0
20.16,89.7,0.0
20.4,88.0,0.0
21.11,82.0,0.0
21.99,76.6,0.0
22.57,75.13,0.0
22.2,75.97,0.0
22.55,73.25,0.0
23.0,70.5,0.0
23.38,67.84,0.0
23.55,67.72,0.0
23.71,68.96,0.0
23.45,71.05,0.0
23.85,69.15,0.0
24.49,65.28,0.0
25.52,61.81,0.0
25.74,59.55,0.0
26.49,55.91,0.0
26.59,56.39,0.0
27.03,54.7,0.0
27.15,54.17,0.0
27.32,53.67,0.0
28.11,50.02,0.0
28.56,47.07,0.0
29.05,45.8,0.0
28.99,43.63,0.0
28.95,42.51,0.0
29.27,41.72,0.0
29.68,39.62,0.0
29.66,38.35,0.0
30.08,35.53,0.0
30.17,34.6,0.0
30.45,33.79,0.0
30.49,33.74,0.0
30.51,33.31,0.0
30.67,32.34,0.0
30.93,31.59,0.0
30.98,32.01,0.0
31.23,31.07,0.0
31.24,31.69,0.0
31.15,32.13,0.0
31.42,31.87,0.0
31.1,37.05,0.0
28.72,46.06,0.0
28.18,48.67,0.0
28.29,48.95,0.0
27.6,50.06,0.0
27.62,49.82,0.0
27.84,47.5,0.0
28.43,44.76,0.0
28.85,43.76,0.0
28.53,44.9,0.0
28.29,45.28,0.0
28.45,44.84,0.0
28.49,44.96,0.0
28.02,45.06,0.0
28.29,43.48,0.0
28.37,42.52,0.0
28.16,42.68,0.0
28.33,41.04,0.0
28.75,39.33,0.0
28.88,38.36,0.0
28.79,37.66,0.0
28.98,37.09,0.0
28.95,36.13,0.0
28.52,37.27,0.0
28.21,39.35,0.0
28.11,40.79,0.0
27.91,42.28,0.0
27.74,43.6,0.0
27.57,44.98,0.0
27.44,46.51,0.0
27.35,47.39,0.0
27.16,47.69,0.0
26.96,48.21,0.0
26.64,49.48,0.0
26.47,49.86,0.0
26.43,49.51,0.0
26.21,50.78,0.0
26.04,51.88,0.0
26.02,51.01,0.0
25.98,51.1,0.0
25.21,54.03,0.0
24.78,54.64,0.0
24.63,57.01,0.0
23.95,60.01,0.0
23.89,59.77,0.0
23.88,59.3,0.0
23.67,60.07,0.0
23.52,60.36,0.0
23.39,60.8,0.0
23.29,61.07,0.0
23.21,61.7,0.0
23.01,62.71,0.0
22.24,67.84,0.0
21.8,69.45,0.0
21.85,68.72,0.0
21.82,68.72,0.0
21.45,71.83,0.0
21.05,72.36,0.0
21.12,71.12,0.0
21.32,70.25,0.0
20.82,73.4,0.0
20.08,77.21,0.0
20.1,75.88,0.0
20.28,76.0,0.0
20.38,75.25,0.0
20.29,75.98,0.0
19.87,78.2,0.0
19.52,79.83,0.0
19.33,80.3,0.0
19.24,80.9,0.0
19.29,81.7,0.0
19.36,81.3,0.0
19.2,79.93,0.0
19.13,80.1,0.0
18.91,82.1,0.0
18.7,81.7,0.0
18.64,82.2,0.0
18.49,83.5,0.0
18.26,84.0,0.0
18.35,83.2,0.0
18.3,83.6,0.0
17.89,85.3,0.0
17.55,87.1,0.0
17.57,87.9,0.0
17.55,87.8,0.0
17.39,88.2,0.0
17.26,89.0,0.0
17.13,90.4,0.0
16.98,91.7,0.0
16.7,93.2,0.0
16.61,93.7,0.0
16.63,93.9,0.0
16.75,93.7,0.0
17.23,91.1,0.0
17.51,89.8,0.0
17.65,89.2,0.0
18.04,86.8,0.0
18.23,85.9,0.0
18.23,85.7,0.0
18.52,84.9,0.0
18.99,82.5,0.0
19.38,80.6,0.0
20.0,78.18,0.0
20.44,76.2,0.0
20.6,75.4,0.0
20.75,75.23,0.0
20.98,74.56,0.0
20.9,75.13,0.0
22.02,70.55,0.0
22.95,65.09,0.0
23.63,62.28,0.0
23.93,62.44,0.0
23.97,62.65,0.0
23.84,63.11,0.0
24.55,60.22,0.0
24.55,61.25,0.0
24.44,61.25,0.0
25.08,59.41,0.0
25.76,57.77,0.0
26.14,56.21,0.0
26.69,54.78,0.0
27.21,52.96,0.0
27.79,50.41,0.0
27.88,49.36,0.0
28.26,46.83,0.0
29.1,44.62,0.0
29.41,42.61,0.0
29.71,39.7,0.0
29.68,38.08,0.0
29.73,36.7,0.0
29.51,38.14,0.0
29.78,38.09,0.0
29.78,38.18,0.0
30.26,37.76,0.0
30.39,37.26,0.0
30.35,37.64,0.0
30.38,37.54,0.0
30.81,36.59,0.0
30.92,35.94,0.0
31.04,35.89,0.0
31.15,35.12,0.0
31.32,34.61,0.0
31.19,34.89,0.0
31.31,34.6,0.0
31.85,33.49,0.0
31.8,32.52,0.0
32.04,32.25,0.0
31.49,33.43,0.0
31.8,32.97,0.0
32.03,32.64,0.0
32.26,32.18,0.0
31.9,32.82,0.0
31.68,33.95,0.0
31.05,35.53,0.0
30.98,34.95,0.0
30.95,35.34,0.0
30.86,36.18,0.0
30.74,36.3,0.0
30.05,39.53,0.0
28.42,44.98,0.0
27.65,48.27,1.2
25.17,57.44,4.7
23.92,64.92,2.7
23.01,70.29,1.6
24.2,59.1,0.3
25.53,57.26,0.1
23.37,74.68,0.0
23.37,70.56,0.0
24.06,64.62,0.0
24.23,65.67,0.0
24.15,65.38,0.0
24.23,64.88,0.0
24.14,64.34,0.0
24.02,62.4,0.0
23.99,64.24,0.0
23.86,64.09,0.0
23.89,62.4,0.0
23.81,63.5,0.0
23.67,64.65,0.0
23.45,66.58,0.0
23.24,67.81,0.0
23.01,69.68,0.0
22.9,70.48,0.0
22.89,70.36,0.0
22.59,69.03,0.0
22.51,70.61,0.0
22.42,74.22,0.0
21.94,77.7,0.0
21.66,79.87,0.0
21.58,79.3,0.0
21.79,76.94,0.0
21.49,80.2,0.0
20.98,84.6,0.0
20.75,80.8,0.0
20.72,80.8,0.0
20.61,85.0,0.0
20.32,88.6,0.0
20.08,90.6,0.0
19.97,91.1,0.0
19.98,91.6,0.0
19.91,92.8,0.0
19.83,93.8,0.0
19.76,94.4,0.0
19.68,94.6,0.0
19.56,95.2,0.0
19.43,95.7,0.0
19.26,96.5,0.0
19.1,96.7,0.0
19.0,97.2,0.0
18.87,97.9,0.0
18.79,98.0,0.0
18.78,97.9,0.0
18.75,98.4,0.0
18.6,98.6,0.0
18.44,99.3,0.0
18.28,99.6,0.0
18.23,100.0,0.0
18.25,99.9,0.0
18.1,98.9,0.0
17.71,100.0,0.0
18.09,99.2,0.0
18.17,98.3,0.0
18.23,97.8,0.0
18.07,98.7,0.0
17.97,98.7,0.0
18.45,91.2,0.0
18.87,92.5,0.0
18.39,95.1,0.0
17.91,96.8,0.0
17.87,97.6,0.0
17.63,97.7,0.0
17.31,99.8,0.0
17.3,100.0,0.0
17.37,100.0,0.0
17.48,100.0,0.0
17.48,99.4,0.0
17.39,99.8,0.0
17.11,98.9,0.0
16.91,99.2,0.0
17.31,98.5,0.0
17.78,96.6,0.0
18.19,94.7,0.0
18.65,92.3,0.0
18.6,93.6,0.0
19.26,91.0,0.0
19.92,87.9,0.0
20.1,86.7,0.0
20.17,86.4,0.0
20.44,85.5,0.0
21.17,82.5,0.0
21.64,79.28,0.0
21.9,76.68,0.0
21.83,77.07,0.0
22.05,76.01,0.0
